0	25
0	25
0	25
0	25
0	25
0	25
0	25
0	25
0	25
0	25
500	517
500	517
500	517
500	517
500	517
500	517
500	517
500	517
500	517
500	517
1000	1008
1000	1008
1000	1008
1000	1008
1000	1008
1000	1008
1000	1008
1000	1008
1000	1008
1000	1008
1250	1257
1250	1257
1250	1257
1250	1257
1250	1257
1250	1257
1250	1257
1250	1257
1250	1257
1250	1257
1500	1505
1500	1505
1500	1505
1500	1505
1500	1505
1500	1505
1500	1505
1500	1505
1500	1505
1500	1505
2000	2001
2000	2001
2000	2001
2000	2001
2000	2001
2000	2001
2000	2001
2000	2001
2000	2001
2000	2001
2500	2502
2500	2502
2500	2502
2500	2502
2500	2502
2500	2502
2500	2502
2500	2502
2500	2502
2500	2502
3000	3000
3000	3000
3000	3000
3000	3000
3000	3000
3000	3000
3000	3000
3000	3000
3000	3000
3000	3000
3500	3499
3500	3499
3500	3499
3500	3499
3500	3499
3500	3499
3500	3499
3500	3499
3500	3499
3500	3499
3750	3748
3750	3748
3750	3748
3750	3748
3750	3748
3750	3748
3750	3748
3750	3748
3750	3748
3750	3748
4000	3997
4000	3997
4000	3997
4000	3997
4000	3997
4000	3997
4000	3997
4000	3997
4000	3997
4000	3997
4500	4490
4500	4490
4500	4490
4500	4490
4500	4490
4500	4490
4500	4490
4500	4490
4500	4490
4500	4490
5000	4981
5000	4981
5000	4981
5000	4981
5000	4981
5000	4981
5000	4981
5000	4981
5000	4981
5000	4981
